city,timestamp,temperature,season
New York,2010-03-02,12.079131090121507,spring
New York,2010-03-03,21.57592287409558,spring
New York,2010-03-04,4.023938056055865,spring
New York,2010-03-05,8.420827609300535,spring
New York,2010-03-06,16.255668788145094,spring
New York,2010-03-07,13.158419160186194,spring
New York,2010-03-08,20.48311723842471,spring
New York,2010-03-09,14.605772560385077,spring
New York,2010-03-10,10.360198086435272,spring
New York,2010-03-11,6.423519149806885,spring
New York,2010-03-12,14.565809843317593,spring
New York,2010-03-13,13.971132904644733,spring
New York,2010-03-14,7.766354713156817,spring
New York,2010-03-15,17.280217029287904,spring
New York,2010-03-16,8.444066894648449,spring
New York,2010-03-17,10.975382211846094,spring
New York,2010-03-18,6.912496039082621,spring
New York,2010-03-19,7.081267875467252,spring
New York,2010-03-20,11.48511384132008,spring
New York,2010-03-21,13.37588607126285,spring
New York,2010-03-22,16.824282236028072,spring
New York,2010-03-23,2.5095229637427394,spring
New York,2010-03-24,9.077990058406234,spring
New York,2010-03-25,14.420689313819533,spring
New York,2010-03-26,16.824675086166923,spring
New York,2010-03-27,9.207466432514998,spring
New York,2010-03-28,9.777186584314062,spring
New York,2010-03-29,13.787740180014755,spring
New York,2010-03-30,3.514262479072581,spring
New York,2010-03-31,11.061859921596513,spring
New York,2010-04-01,7.072164972741206,spring
New York,2010-04-02,11.072153735508058,spring
New York,2010-04-03,2.2109117439995725,spring
New York,2010-04-04,16.400894109541206,spring
New York,2010-04-05,3.1968038496323796,spring
New York,2010-04-06,7.181858841204507,spring
New York,2010-04-07,11.72616945946444,spring
New York,2010-04-08,17.118248504817267,spring
New York,2010-04-09,13.464657404200468,spring
New York,2010-04-10,9.470843409912494,spring
New York,2010-04-11,15.266431373543872,spring
New York,2010-04-12,13.155452559743361,spring
New York,2010-04-13,13.811821701914894,spring
New York,2010-04-14,13.20760613750313,spring
New York,2010-04-15,8.993381542919382,spring
New York,2010-04-16,7.9839995870413905,spring
New York,2010-04-17,4.223913863187225,spring
New York,2010-04-18,14.99847322230005,spring
New York,2010-04-19,10.414000187846847,spring
New York,2010-04-20,10.314743352471911,spring
New York,2010-04-21,5.811142131129051,spring
New York,2010-04-22,4.349653740958037,spring
New York,2010-04-23,9.952266803736777,spring
New York,2010-04-24,2.944995313683404,spring
New York,2010-04-25,15.932317224670744,spring
New York,2010-04-26,11.790435557849822,spring
New York,2010-04-27,7.267311115716025,spring
New York,2010-04-28,22.326673708804563,spring
New York,2010-04-29,16.18228703558693,spring
New York,2010-04-30,6.869403948735764,spring
New York,2010-05-01,8.03000257313043,spring
New York,2010-05-02,8.24740933596808,spring
New York,2010-05-03,17.924450780286136,spring
New York,2010-05-04,1.682004881466641,spring
New York,2010-05-05,-1.2971577054029062,spring
New York,2010-05-06,12.22249027611158,spring
New York,2010-05-07,17.118177120051893,spring
New York,2010-05-08,10.059368165835634,spring
New York,2010-05-09,15.821647582125681,spring
New York,2010-05-10,13.32956596838042,spring
New York,2010-05-11,10.466359925865357,spring
New York,2010-05-12,10.71797901709664,spring
New York,2010-05-13,9.613436827327357,spring
New York,2010-05-14,5.825053274181758,spring
New York,2010-05-15,13.557952877662244,spring
New York,2010-05-16,13.546780819276059,spring
New York,2010-05-17,14.054928547432544,spring
New York,2010-05-18,10.473899280946624,spring
New York,2010-05-19,16.11373556519072,spring
New York,2010-05-20,14.16182933890515,spring
New York,2010-05-21,14.387174465210434,spring
New York,2010-05-22,10.520007734547791,spring
New York,2010-05-23,13.887603399225846,spring
New York,2010-05-24,16.079566734755396,spring
New York,2010-05-25,13.45241255270971,spring
New York,2010-05-26,17.74234730127495,spring
New York,2010-05-27,2.802113426982398,spring
New York,2010-05-28,7.744608850622418,spring
New York,2010-05-29,10.5607924514165,spring
New York,2010-05-30,7.326730897960756,spring
New York,2010-05-31,0.31404572671070063,spring
New York,2010-06-01,20.0135188296439,summer
New York,2010-06-02,26.078896478254194,summer
New York,2010-06-03,24.957533478616682,summer
New York,2010-06-04,23.648665960375126,summer
New York,2010-06-05,25.434039073581122,summer
New York,2010-06-06,26.064283670086873,summer
New York,2010-06-07,31.18715472034753,summer
New York,2010-06-08,18.608850263803607,summer
New York,2010-06-09,19.94638664347613,summer
New York,2010-06-10,27.462000394303644,summer
New York,2010-06-11,28.80888348771037,summer
New York,2010-06-12,18.37525190905626,summer
New York,2010-06-13,23.29717304970048,summer
New York,2010-06-14,26.223396709036784,summer
New York,2010-06-15,26.637717772160133,summer
New York,2010-06-16,28.36886296266965,summer
New York,2010-06-17,22.317779911344132,summer
New York,2010-06-18,22.69600596917971,summer
New York,2010-06-19,16.94287713141138,summer
New York,2010-06-20,18.996936083968286,summer
New York,2010-06-21,24.91214765750612,summer
New York,2010-06-22,30.57532542480166,summer
New York,2010-06-23,18.398596688562975,summer
New York,2010-06-24,29.9091162210874,summer
New York,2010-06-25,29.798470620784443,summer
New York,2010-06-26,30.083817929023496,summer
New York,2010-06-27,17.32511614315461,summer
New York,2010-06-28,34.034377693850814,summer
New York,2010-06-29,26.668147786183038,summer
New York,2010-06-30,27.978732581570274,summer
New York,2010-07-01,18.598782559950212,summer
New York,2010-07-02,31.184192691256737,summer
New York,2010-07-03,26.4081858633503,summer
New York,2010-07-04,24.226780511958992,summer
New York,2010-07-05,21.28949703151067,summer
New York,2010-07-06,29.54640797379218,summer
New York,2010-07-07,26.674421405816076,summer
New York,2010-07-08,14.121000440081769,summer
New York,2010-07-09,24.09960545519763,summer
New York,2010-07-10,29.502350954838693,summer
New York,2010-07-11,27.882745426462293,summer
New York,2010-07-12,22.369529007776997,summer
New York,2010-07-13,25.354536584194822,summer
New York,2010-07-14,30.229702724529346,summer
New York,2010-07-15,35.151512870683746,summer
New York,2010-07-16,22.70957717118882,summer
New York,2010-07-17,26.657251590597564,summer
New York,2010-07-18,17.40044254929509,summer
New York,2010-07-19,30.276427525048792,summer
New York,2010-07-20,26.6946062509345,summer
New York,2010-07-21,28.421432667784956,summer
New York,2010-07-22,27.67827705516938,summer
New York,2010-07-23,21.328098739291615,summer
New York,2010-07-24,21.354999574405138,summer
New York,2010-07-25,29.92427564411189,summer
New York,2010-07-26,28.92697913853712,summer
New York,2010-07-27,26.425450110133106,summer
New York,2010-07-28,20.042706515391785,summer
New York,2010-07-29,34.95618205072463,summer
New York,2010-07-30,15.600454826583817,summer
New York,2010-07-31,29.20588384657761,summer
New York,2010-08-01,24.087959269097723,summer
New York,2010-08-02,21.41103561354547,summer
New York,2010-08-03,14.880457180208971,summer
New York,2010-08-04,27.631822408925267,summer
New York,2010-08-05,24.017811721283405,summer
New York,2010-08-06,17.78552760749129,summer
New York,2010-08-07,26.98571483814095,summer
New York,2010-08-08,25.54821099064849,summer
New York,2010-08-09,21.08012001291783,summer
New York,2010-08-10,22.944180486937377,summer
New York,2010-08-11,24.491593424249867,summer
New York,2010-08-12,16.238850781624976,summer
New York,2010-08-13,24.457325097312022,summer
New York,2010-08-14,33.30297258757751,summer
New York,2010-08-15,27.150499697946366,summer
New York,2010-08-16,22.223376212703528,summer
New York,2010-08-17,24.770039853619657,summer
New York,2010-08-18,31.97494564052546,summer
New York,2010-08-19,21.865242107544958,summer
New York,2010-08-20,24.287505423205886,summer
New York,2010-08-21,24.96224965028207,summer
New York,2010-08-22,23.17078853195526,summer
New York,2010-08-23,20.964938443131523,summer
New York,2010-08-24,23.01995614700414,summer
New York,2010-08-25,26.204638717984942,summer
New York,2010-08-26,19.78223518895663,summer
New York,2010-08-27,27.57134271341891,summer
New York,2010-08-28,32.49032195454826,summer
New York,2010-08-29,18.702076602716765,summer
New York,2010-08-30,20.302648006727992,summer
New York,2010-08-31,31.106776665493346,summer
New York,2010-09-01,10.618022960747405,autumn
New York,2010-09-02,11.915073395446381,autumn
New York,2010-09-03,12.868993794960856,autumn
New York,2010-09-04,12.951789015081541,autumn
New York,2010-09-05,8.906850202181888,autumn
New York,2010-09-06,10.34579495730579,autumn
New York,2010-09-07,17.41707267132052,autumn
New York,2010-09-08,25.676733902797743,autumn
New York,2010-09-09,9.480895472136805,autumn
New York,2010-09-10,11.435896718236501,autumn
New York,2010-09-11,12.096730713598594,autumn
New York,2010-09-12,5.625857644358112,autumn
New York,2010-09-13,20.373281066521145,autumn
New York,2010-09-14,26.377699985691734,autumn
New York,2010-09-15,12.520040410808944,autumn
New York,2010-09-16,18.36400734641488,autumn
New York,2010-09-17,5.671076838173265,autumn
New York,2010-09-18,12.166524158151779,autumn
New York,2010-09-19,24.594834595985127,autumn
New York,2010-09-20,9.26083244009207,autumn
New York,2010-09-21,14.573075255579452,autumn
New York,2010-09-22,11.4166783281211,autumn
New York,2010-09-23,21.98853615330428,autumn
New York,2010-09-24,11.748199594300095,autumn
New York,2010-09-25,20.83304818129708,autumn
New York,2010-09-26,15.551406346312385,autumn
New York,2010-09-27,15.995484647639685,autumn
New York,2010-09-28,14.802624911304402,autumn
New York,2010-09-29,13.376480478309247,autumn
New York,2010-09-30,15.031506395954452,autumn
New York,2010-10-01,7.496676012691015,autumn
New York,2010-10-02,17.365694714451116,autumn
New York,2010-10-03,20.698382190426422,autumn
New York,2010-10-04,22.145728057573784,autumn
New York,2010-10-05,9.362010177680794,autumn
New York,2010-10-06,10.434636050225196,autumn
New York,2010-10-07,20.807260297288806,autumn
New York,2010-10-08,5.072127593374866,autumn
New York,2010-10-09,11.142798721006427,autumn
New York,2010-10-10,21.073346678109885,autumn
New York,2010-10-11,17.23639226990743,autumn
New York,2010-10-12,11.613254742803363,autumn
New York,2010-10-13,15.714886267026728,autumn
New York,2010-10-14,10.248995137118325,autumn
New York,2010-10-15,17.965560721842586,autumn
New York,2010-10-16,15.782239949067058,autumn
New York,2010-10-17,14.993864767457687,autumn
New York,2010-10-18,20.809424349556743,autumn
New York,2010-10-19,15.948262426068458,autumn
New York,2010-10-20,12.609672714119187,autumn
New York,2010-10-21,15.329063495379327,autumn
New York,2010-10-22,13.181168873557173,autumn
New York,2010-10-23,19.345808945165725,autumn
New York,2010-10-24,14.193469205585451,autumn
New York,2010-10-25,18.265683887205814,autumn
New York,2010-10-26,19.95409065539173,autumn
New York,2010-10-27,11.462122963755721,autumn
New York,2010-10-28,19.936693954644692,autumn
New York,2010-10-29,23.050724028919692,autumn
New York,2010-10-30,21.28512943266054,autumn
New York,2010-10-31,24.05339238842766,autumn
New York,2010-11-01,18.431345765247315,autumn
New York,2010-11-02,19.202431176414898,autumn
New York,2010-11-03,10.405533193789218,autumn
New York,2010-11-04,15.257507857328276,autumn
New York,2010-11-05,23.206258726676868,autumn
New York,2010-11-06,19.856154505625472,autumn
New York,2010-11-07,8.035349058222138,autumn
New York,2010-11-08,3.557410845782723,autumn
New York,2010-11-09,18.69661459152105,autumn
New York,2010-11-10,23.143711788359056,autumn
New York,2010-11-11,9.931063587297011,autumn
New York,2010-11-12,15.14933022477796,autumn
New York,2010-11-13,12.939791588694813,autumn
New York,2010-11-14,23.555307643498203,autumn
New York,2010-11-15,21.5007539423711,autumn
New York,2010-11-16,14.16811883548939,autumn
New York,2010-11-17,15.103802819625944,autumn
New York,2010-11-18,14.906886637991184,autumn
New York,2010-11-19,17.364719144139467,autumn
New York,2010-11-20,14.193486373836091,autumn
New York,2010-11-21,6.1036174497512885,autumn
New York,2010-11-22,13.182926252523014,autumn
New York,2010-11-23,12.316773172201952,autumn
New York,2010-11-24,11.196804092827216,autumn
New York,2010-11-25,10.930733908147888,autumn
New York,2010-11-26,10.442513505189728,autumn
New York,2010-11-27,12.229187687027473,autumn
New York,2010-11-28,16.22765039086363,autumn
New York,2010-11-29,16.010808719388056,autumn
New York,2010-11-30,18.958997760998034,autumn
New York,2010-12-01,-0.8089012906076852,winter
New York,2010-12-02,-0.14698446099809404,winter
New York,2010-12-03,1.65831808795657,winter
New York,2010-12-04,5.759811107932369,winter
New York,2010-12-05,-6.541980577650568,winter
New York,2010-12-06,1.245338179431962,winter
New York,2010-12-07,-5.905054934338127,winter
New York,2010-12-08,5.876134863281437,winter
New York,2010-12-09,-8.674712341361356,winter
New York,2010-12-10,-10.434471613158712,winter
New York,2010-12-11,9.022536166650935,winter
New York,2010-12-12,-1.5393937224165644,winter
New York,2010-12-13,5.95615234752604,winter
New York,2010-12-14,-0.024978363306983328,winter
New York,2010-12-15,3.705982417058174,winter
New York,2010-12-16,0.601269194857871,winter
New York,2010-12-17,-1.48719846515985,winter
New York,2010-12-18,-5.384382175634642,winter
New York,2010-12-19,2.712459205506492,winter
New York,2010-12-20,4.989412242290978,winter
New York,2010-12-21,0.21754688827914243,winter
New York,2010-12-22,6.1618777514262675,winter
New York,2010-12-23,4.9508661154758045,winter
New York,2010-12-24,9.214598600572325,winter
New York,2010-12-25,-5.579644490406347,winter
New York,2010-12-26,-0.6564870765131825,winter
New York,2010-12-27,1.7833682792001173,winter
New York,2010-12-28,-3.876556726079796,winter
New York,2010-12-29,-3.924682366191941,winter
New York,2010-12-30,4.090513245196329,winter
New York,2010-12-31,6.002438214696286,winter
New York,2011-01-01,-0.049964217900608135,winter
New York,2011-01-02,-1.5974414792246596,winter
New York,2011-01-03,-4.258121668741825,winter
New York,2011-01-04,-14.527707098403994,winter
New York,2011-01-05,1.8042848954001465,winter
New York,2011-01-06,-2.055050771775813,winter
New York,2011-01-07,10.386347419848665,winter
New York,2011-01-08,-1.0272477013646013,winter
New York,2011-01-09,-3.269036226369919,winter
New York,2011-01-10,6.241496232746325,winter
New York,2011-01-11,-1.5691330626342939,winter
New York,2011-01-12,-1.3125953200853453,winter
New York,2011-01-13,7.56813570658991,winter
New York,2011-01-14,3.5815588257427855,winter
New York,2011-01-15,1.7279105521190568,winter
New York,2011-01-16,-6.297472577770548,winter
New York,2011-01-17,-1.0233173799882713,winter
New York,2011-01-18,3.547477972053997,winter
New York,2011-01-19,-3.2022198632752508,winter
New York,2011-01-20,1.5331446510675708,winter
New York,2011-01-21,0.7194627437771424,winter
New York,2011-01-22,3.714308661661718,winter
New York,2011-01-23,7.347363953861659,winter
New York,2011-01-24,-2.168826641888238,winter
New York,2011-01-25,-4.310716227931352,winter
New York,2011-01-26,-9.575293442288595,winter
New York,2011-01-27,4.27523517448197,winter
New York,2011-01-28,4.984134296684761,winter
New York,2011-01-29,9.402932880740805,winter
New York,2011-01-30,-12.256153214012791,winter
New York,2011-01-31,-1.9435157030701034,winter
New York,2011-02-01,3.1436416320353566,winter
New York,2011-02-02,-5.182407742405993,winter
New York,2011-02-03,-5.545600215086777,winter
New York,2011-02-04,0.8074097765658589,winter
New York,2011-02-05,-0.8349890538816624,winter
New York,2011-02-06,1.2238689567870016,winter
New York,2011-02-07,-1.2839327989804283,winter
New York,2011-02-08,-1.4505095069260934,winter
New York,2011-02-09,-7.435350439698114,winter
New York,2011-02-10,-4.630558557939556,winter
New York,2011-02-11,4.709132564588367,winter
New York,2011-02-12,2.515127393987954,winter
New York,2011-02-13,-0.2530470400052108,winter
New York,2011-02-14,7.738978591638803,winter
New York,2011-02-15,2.9484911226949166,winter
New York,2011-02-16,5.666622776862695,winter
New York,2011-02-17,8.96421790494066,winter
New York,2011-02-18,-2.336433980049553,winter
New York,2011-02-19,-4.466311137234982,winter
New York,2011-02-20,-1.8554613901096093,winter
New York,2011-02-21,3.8688444564328455,winter
New York,2011-02-22,10.282676450869166,winter
New York,2011-02-23,-0.08976117639311887,winter
New York,2011-02-24,1.6547870019910704,winter
New York,2011-02-25,3.5932912753898663,winter
New York,2011-02-26,-0.3434399426268282,winter
New York,2011-02-27,6.773424040547443,winter
New York,2011-02-28,-3.6359073836808364,winter
New York,2011-03-01,-1.8565431606452147,spring
New York,2011-03-02,11.535678973814417,spring
New York,2011-03-03,10.117108118885783,spring
New York,2011-03-04,7.912484740544057,spring
New York,2011-03-05,21.239697585213438,spring
New York,2011-03-06,13.586284577647465,spring
New York,2011-03-07,6.966548337654208,spring
New York,2011-03-08,9.19367180333578,spring
New York,2011-03-09,10.279100239381208,spring
New York,2011-03-10,5.329416874974509,spring
New York,2011-03-11,8.223626568701652,spring
New York,2011-03-12,14.352715956054414,spring
New York,2011-03-13,7.34875158169538,spring
New York,2011-03-14,8.33536230462841,spring
New York,2011-03-15,14.13577944526023,spring
New York,2011-03-16,14.717534101963786,spring
New York,2011-03-17,3.4908943075016943,spring
New York,2011-03-18,9.507843392027748,spring
New York,2011-03-19,3.2559769046801996,spring
New York,2011-03-20,10.92309979141755,spring
New York,2011-03-21,9.919175744820228,spring
New York,2011-03-22,15.840220951306659,spring
New York,2011-03-23,26.10896641090709,spring
New York,2011-03-24,5.801065720396601,spring
New York,2011-03-25,14.647392708786818,spring
New York,2011-03-26,7.880447675851737,spring
New York,2011-03-27,9.71692414607597,spring
New York,2011-03-28,4.860204351203928,spring
New York,2011-03-29,8.413776742724634,spring
New York,2011-03-30,11.674777494185903,spring
New York,2011-03-31,18.016479467321247,spring
New York,2011-04-01,14.293003644953265,spring
New York,2011-04-02,19.17136918149959,spring
New York,2011-04-03,12.47701907725204,spring
New York,2011-04-04,15.413571468525777,spring
New York,2011-04-05,9.952399347439979,spring
New York,2011-04-06,17.38730720272933,spring
New York,2011-04-07,16.393955960665142,spring
New York,2011-04-08,18.954472689804078,spring
New York,2011-04-09,12.987863935886708,spring
New York,2011-04-10,7.449090115949067,spring
New York,2011-04-11,7.3179634215804,spring
New York,2011-04-12,11.49272433006402,spring
New York,2011-04-13,14.47329645631207,spring
New York,2011-04-14,1.496801111396083,spring
New York,2011-04-15,8.266178078148151,spring
New York,2011-04-16,9.46502910802305,spring
New York,2011-04-17,5.534622733021398,spring
New York,2011-04-18,3.712134311638615,spring
New York,2011-04-19,-2.0800864353930706,spring
New York,2011-04-20,9.45821342197661,spring
New York,2011-04-21,11.69885005848106,spring
New York,2011-04-22,12.098861060232458,spring
New York,2011-04-23,-1.3246064964690145,spring
New York,2011-04-24,11.336171889168075,spring
New York,2011-04-25,12.5821964235188,spring
New York,2011-04-26,12.791764230711843,spring
New York,2011-04-27,2.9485303847710824,spring
New York,2011-04-28,14.848923296479757,spring
New York,2011-04-29,8.550514675849007,spring
New York,2011-04-30,11.836522916590253,spring
New York,2011-05-01,12.744288514961596,spring
New York,2011-05-02,7.427433902891021,spring
New York,2011-05-03,8.895916430595152,spring
New York,2011-05-04,8.864229647813046,spring
New York,2011-05-05,11.499516036687126,spring
New York,2011-05-06,3.207805651801719,spring
New York,2011-05-07,10.778134677080072,spring
New York,2011-05-08,3.577957166326831,spring
New York,2011-05-09,8.458253472972338,spring
New York,2011-05-10,9.794151835283143,spring
New York,2011-05-11,17.68608976112562,spring
New York,2011-05-12,6.154855515004767,spring
New York,2011-05-13,6.691151785108488,spring
New York,2011-05-14,6.8074964864846095,spring
New York,2011-05-15,9.787645905797454,spring
New York,2011-05-16,7.094058957141652,spring
New York,2011-05-17,12.371722470224903,spring
New York,2011-05-18,12.608016489956796,spring
New York,2011-05-19,10.517752320980435,spring
New York,2011-05-20,3.172194250185907,spring
New York,2011-05-21,10.57620640782971,spring
New York,2011-05-22,11.238833923049258,spring
New York,2011-05-23,16.535599674110337,spring
New York,2011-05-24,9.172182946389471,spring
New York,2011-05-25,8.378991751638305,spring
New York,2011-05-26,2.2830552201351058,spring
New York,2011-05-27,4.607554253861631,spring
New York,2011-05-28,-0.6800176563018177,spring
New York,2011-05-29,7.83681372223581,spring
New York,2011-05-30,15.146507025070147,spring
New York,2011-05-31,9.836967135052936,spring
New York,2011-06-01,21.51880777405894,summer
New York,2011-06-02,23.110954384603293,summer
New York,2011-06-03,18.642024617863534,summer
New York,2011-06-04,27.326786890524843,summer
New York,2011-06-05,26.254308940181932,summer
New York,2011-06-06,20.667514069297372,summer
New York,2011-06-07,27.33134425083358,summer
New York,2011-06-08,21.597003100560833,summer
New York,2011-06-09,30.31618358175667,summer
New York,2011-06-10,23.766098461806088,summer
New York,2011-06-11,24.212458730789653,summer
New York,2011-06-12,28.566783585275765,summer
New York,2011-06-13,23.164249314862904,summer
New York,2011-06-14,27.398166915760026,summer
New York,2011-06-15,26.144504638295064,summer
New York,2011-06-16,23.92585396021704,summer
New York,2011-06-17,25.67060545697295,summer
New York,2011-06-18,25.53133459047839,summer
New York,2011-06-19,19.199447926138816,summer
New York,2011-06-20,30.33053124952854,summer
New York,2011-06-21,17.50721384397924,summer
New York,2011-06-22,31.007069033729472,summer
New York,2011-06-23,21.29237987823372,summer
New York,2011-06-24,25.45043941664946,summer
New York,2011-06-25,19.23441631261088,summer
New York,2011-06-26,28.5498870315426,summer
New York,2011-06-27,19.76746499311418,summer
New York,2011-06-28,25.052880262870968,summer
New York,2011-06-29,14.673926144077274,summer
New York,2011-06-30,23.29652458017103,summer
New York,2011-07-01,23.156978526518046,summer
New York,2011-07-02,22.05363385454962,summer
New York,2011-07-03,20.94903414413576,summer
New York,2011-07-04,23.022542120993947,summer
New York,2011-07-05,30.71533143268143,summer
New York,2011-07-06,24.98771664535863,summer
New York,2011-07-07,17.858313213712247,summer
New York,2011-07-08,30.669738613859447,summer
New York,2011-07-09,19.496035057032444,summer
New York,2011-07-10,33.90623940298986,summer
New York,2011-07-11,23.355936235422046,summer
New York,2011-07-12,26.554953464504518,summer
New York,2011-07-13,26.506506492368718,summer
New York,2011-07-14,32.397870121630504,summer
New York,2011-07-15,28.257712263895602,summer
New York,2011-07-16,15.21131675291863,summer
New York,2011-07-17,28.65314553468997,summer
New York,2011-07-18,32.211091980216395,summer
New York,2011-07-19,32.04283343999118,summer
New York,2011-07-20,26.8623254235848,summer
New York,2011-07-21,27.988084344925056,summer
New York,2011-07-22,13.46935824348238,summer
New York,2011-07-23,28.947334146898484,summer
New York,2011-07-24,28.921544081140144,summer
New York,2011-07-25,17.377570836303835,summer
New York,2011-07-26,34.359915764611145,summer
New York,2011-07-27,26.95250003596894,summer
New York,2011-07-28,22.864166779751052,summer
New York,2011-07-29,35.853819659524106,summer
New York,2011-07-30,27.301197206770237,summer
New York,2011-07-31,25.13920469709876,summer
New York,2011-08-01,30.680257072958636,summer
New York,2011-08-02,33.768682713585726,summer
New York,2011-08-03,17.904218046275282,summer
New York,2011-08-04,20.270707879004252,summer
New York,2011-08-05,25.995284304252973,summer
New York,2011-08-06,29.446816503399436,summer
New York,2011-08-07,17.46039843973099,summer
New York,2011-08-08,23.295872338248305,summer
New York,2011-08-09,25.293894771851885,summer
New York,2011-08-10,21.963288653029927,summer
New York,2011-08-11,32.98912929079585,summer
New York,2011-08-12,19.934905533830207,summer
New York,2011-08-13,35.3125929180014,summer
New York,2011-08-14,25.48273480905878,summer
New York,2011-08-15,21.678735132362284,summer
New York,2011-08-16,16.589346852227266,summer
New York,2011-08-17,23.55277143442467,summer
New York,2011-08-18,26.619296729537634,summer
New York,2011-08-19,23.01540640288569,summer
New York,2011-08-20,31.865923344863866,summer
New York,2011-08-21,22.13895550643521,summer
New York,2011-08-22,30.39711574756422,summer
New York,2011-08-23,26.950473261593483,summer
New York,2011-08-24,24.27331562772904,summer
New York,2011-08-25,28.553184506560207,summer
New York,2011-08-26,24.8614042699319,summer
New York,2011-08-27,28.818467827780026,summer
New York,2011-08-28,21.650782283066853,summer
New York,2011-08-29,31.884265331917792,summer
New York,2011-08-30,23.09429750556004,summer
New York,2011-08-31,19.26851465214432,summer
New York,2011-09-01,11.853238565244798,autumn
New York,2011-09-02,22.947836240755056,autumn
New York,2011-09-03,24.840326500807805,autumn
New York,2011-09-04,20.61479586872879,autumn
New York,2011-09-05,13.192262197933484,autumn
New York,2011-09-06,12.686942897155433,autumn
New York,2011-09-07,23.011317335476406,autumn
New York,2011-09-08,11.5635602433119,autumn
New York,2011-09-09,11.798052033716466,autumn
New York,2011-09-10,10.626966748805971,autumn
New York,2011-09-11,20.05283239921291,autumn
New York,2011-09-12,19.59361302782688,autumn
New York,2011-09-13,12.311871340941291,autumn
New York,2011-09-14,2.5286053192725717,autumn
New York,2011-09-15,19.658717268522594,autumn
New York,2011-09-16,14.993612917908374,autumn
New York,2011-09-17,18.933129611828132,autumn
New York,2011-09-18,19.58567748158773,autumn
New York,2011-09-19,14.8999703527074,autumn
New York,2011-09-20,16.927282803496542,autumn
New York,2011-09-21,10.664014905773604,autumn
New York,2011-09-22,23.882419418211295,autumn
New York,2011-09-23,13.784271319190252,autumn
New York,2011-09-24,11.143471475337378,autumn
New York,2011-09-25,9.891672991682773,autumn
New York,2011-09-26,17.25629311120318,autumn
New York,2011-09-27,15.039045829546215,autumn
New York,2011-09-28,17.465463049575526,autumn
New York,2011-09-29,13.786892455195845,autumn
New York,2011-09-30,18.951300728165396,autumn
New York,2011-10-01,16.51039350504899,autumn
New York,2011-10-02,18.0915340486252,autumn
New York,2011-10-03,18.028469371911072,autumn
New York,2011-10-04,26.40662519407131,autumn
New York,2011-10-05,4.812107008842801,autumn
New York,2011-10-06,10.993888808878804,autumn
New York,2011-10-07,11.794233237901913,autumn
New York,2011-10-08,11.828987850353144,autumn
New York,2011-10-09,20.004816439758194,autumn
New York,2011-10-10,14.864045282717449,autumn
New York,2011-10-11,6.099092702003599,autumn
New York,2011-10-12,16.542531964187724,autumn
New York,2011-10-13,14.5116807482543,autumn
